,postal_code,city_name,type_of_property,price,number_of_rooms,house_area,fully_equipped_kitchen,open_fire,terrace,garden,number_of_facades,swimming_pool,state_of_the_building,construction_year,longitude,lattitude,province,region
2507,8300,Knokke,apartment,170000,1,55,1,0,0,1,2,0,good,1975,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2508,8300,Knokke,apartment,239000,0,38,1,0,0,0,2,0,good,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2509,8300,Knokke,apartment,220000,0,32,0,0,1,0,2,0,just renovated,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2510,8300,Knokke,apartment,240000,1,36,1,0,0,0,0,0,unknown,1964,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2511,8300,Knokke,apartment,240000,2,75,0,0,1,0,2,0,good,2019,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2512,8300,Knokke,apartment,245000,1,43,0,0,0,0,2,0,good,1996,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2513,8300,Knokke,apartment,208000,1,50,1,0,1,0,2,0,just renovated,1945,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2514,8300,Knokke,apartment,235000,2,67,1,0,0,0,2,0,good,1965,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2515,8300,Knokke,apartment,240000,0,36,1,0,0,0,2,0,good,1963,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2516,8300,Knokke,apartment,250000,0,44,0,0,0,0,2,0,unknown,2001,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2517,8300,Knokke,apartment,240000,0,36,1,0,0,1,2,0,as new,1963,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2518,8300,Knokke,apartment,287500,1,41,1,0,1,0,2,0,just renovated,1980,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2519,8300,Knokke,apartment,274500,1,75,1,0,0,1,0,0,as new,2007,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2520,8300,Knokke,apartment,299000,2,86,1,1,0,0,0,0,good,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2521,8300,Knokke,apartment,295000,1,55,1,0,0,0,2,0,good,1999,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2522,8300,Knokke,apartment,279000,1,50,1,0,0,0,4,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2523,8300,Knokke,apartment,258000,0,45,1,0,1,0,0,0,good,1967,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2524,8300,Knokke,apartment,295000,1,48,0,0,0,0,2,0,good,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2525,8300,Knokke,apartment,299000,1,40,0,0,1,0,0,0,unknown,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2526,8300,Knokke,apartment,290000,0,32,0,0,1,0,0,0,just renovated,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2527,8300,Knokke,apartment,279000,1,65,1,0,0,0,4,0,to renovate,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2528,8300,Knokke,apartment,295000,1,45,0,0,0,1,0,0,just renovated,1977,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2529,8300,Knokke,apartment,279000,1,65,0,0,0,1,0,0,to renovate,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2530,8300,Knokke,apartment,279000,1,40,1,0,0,0,4,0,good,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2531,8300,Knokke,apartment,279000,1,45,1,0,0,0,0,0,unknown,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2532,8300,Knokke,apartment,260000,1,67,1,0,0,0,2,0,to renovate,1974,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2533,8300,Knokke,apartment,269000,1,32,1,0,0,0,0,0,unknown,1963,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2534,8300,Knokke,apartment,295000,0,32,0,0,0,1,0,0,just renovated,1960,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2535,8300,Knokke,apartment,295000,0,48,1,0,0,0,2,0,good,1963,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2536,8300,Knokke,apartment,270000,1,45,1,0,1,0,0,0,as new,1986,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2537,8300,Knokke,apartment,279000,1,70,1,0,1,0,3,0,good,1997,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2538,8300,Knokke,apartment,279000,2,70,1,0,1,0,2,0,good,1964,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2539,8300,Knokke,apartment,259000,0,39,0,0,1,0,0,0,unknown,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2540,8300,Knokke,apartment,270000,2,72,1,0,1,0,2,0,good,1992,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2541,8300,Knokke,apartment,272500,2,86,1,0,1,1,2,0,unknown,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2542,8300,Knokke,apartment,258000,1,45,0,0,1,1,0,0,just renovated,1967,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2543,8300,Knokke,apartment,259000,2,62,0,0,0,0,0,0,unknown,1996,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2544,8300,Knokke,apartment,298000,0,36,1,0,0,0,1,0,just renovated,1974,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2545,8300,Knokke,apartment,265000,2,52,0,0,0,0,0,0,just renovated,1967,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2546,8300,Knokke,apartment,267000,1,70,1,0,0,0,2,0,as new,1994,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2547,8300,Knokke,apartment,279000,1,50,1,0,0,0,2,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2548,8300,Knokke,apartment,289000,1,48,1,0,0,0,0,0,as new,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2549,8300,Knokke,apartment,295000,1,57,0,0,1,0,0,0,as new,2002,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2550,8300,Knokke,apartment,349000,1,70,1,0,1,0,2,0,good,2008,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2551,8300,Knokke,apartment,310000,1,48,1,0,0,0,2,0,good,2005,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2552,8300,Knokke,apartment,329000,1,80,1,0,1,0,2,0,as new,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2553,8300,Knokke,apartment,335000,2,77,1,0,0,0,2,0,to renovate,1996,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2554,8300,Knokke,apartment,339000,0,33,0,0,0,0,2,0,as new,1962,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2555,8300,Knokke,apartment,310000,1,50,1,0,1,0,2,0,to renovate,1956,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2556,8300,Knokke,apartment,335000,1,56,1,0,0,0,2,0,just renovated,1993,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2557,8300,Knokke,apartment,345000,1,35,0,0,1,0,0,0,as new,1973,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2558,8300,Knokke,apartment,329000,1,60,1,0,1,0,2,0,good,1997,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2559,8300,Knokke,apartment,345000,2,65,1,0,1,0,2,0,as new,2017,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2560,8300,Knokke,apartment,346000,1,60,1,0,0,0,1,0,as new,2010,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2561,8300,Knokke,apartment,345000,1,38,0,0,0,0,2,0,unknown,1976,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2562,8300,Knokke,apartment,345000,1,50,1,0,0,0,2,0,unknown,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2563,8300,Knokke,apartment,315000,1,38,1,0,0,0,2,0,good,1958,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2564,8300,Knokke,apartment,310000,1,55,0,0,0,0,2,0,as new,2014,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2565,8300,Knokke,apartment,349000,0,38,0,0,0,0,2,0,as new,1977,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2566,8300,Knokke,apartment,339000,1,55,0,0,0,0,2,0,good,1992,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2567,8300,Knokke,apartment,345000,1,50,1,0,0,0,0,0,as new,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2568,8300,Knokke,apartment,349000,2,80,1,0,0,0,0,0,as new,2006,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2569,8300,Knokke,apartment,329000,1,80,1,0,0,1,0,0,unknown,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2570,8300,Knokke,apartment,339000,2,55,1,0,0,0,2,0,as new,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2571,8300,Knokke,apartment,339000,2,80,0,0,0,0,0,0,unknown,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2572,8300,Knokke,apartment,329000,2,65,1,0,0,0,2,0,to renovate,1980,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2573,8300,Knokke,apartment,320000,2,92,0,0,0,1,0,0,good,1993,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2574,8300,Knokke,apartment,335000,2,96,0,0,0,1,0,0,as new,1993,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2575,8300,Knokke,apartment,320000,0,38,1,0,0,0,0,0,unknown,1986,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2576,8300,Knokke,apartment,325000,2,84,1,0,0,0,2,0,unknown,1980,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2577,8300,Knokke,apartment,305000,2,43,1,0,0,0,2,0,unknown,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2578,8300,Knokke,apartment,315000,2,70,1,0,1,0,0,0,good,1965,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2579,8300,Knokke,apartment,329000,1,80,1,0,1,0,0,0,unknown,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2580,8300,Knokke,apartment,305000,2,43,0,0,0,0,2,0,good,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2581,8300,Knokke,apartment,345000,1,50,0,0,0,0,2,0,as new,1989,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2582,8300,Knokke,apartment,315000,2,70,1,0,1,0,2,0,good,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2583,8300,Knokke,apartment,340000,1,51,1,0,1,0,0,0,as new,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2584,8300,Knokke,apartment,349000,2,80,0,0,0,0,0,0,as new,2006,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2585,8300,Knokke,apartment,339000,1,56,1,0,0,0,0,0,good,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2586,8300,Knokke,apartment,325000,2,80,1,0,1,1,2,0,good,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2587,8300,Knokke,apartment,330000,2,66,1,0,1,0,2,0,good,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2588,8300,Knokke,apartment,309000,2,75,1,0,0,0,0,0,as new,1997,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2589,8300,Knokke,apartment,339000,1,62,1,0,0,0,0,0,good,1979,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2590,8300,Knokke,apartment,345000,1,53,1,0,1,0,2,0,as new,2004,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2591,8300,Knokke,apartment,335000,3,110,1,0,1,0,2,0,good,1950,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2592,8300,Knokke,apartment,325000,2,92,1,0,1,0,2,0,good,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2593,8300,Knokke,apartment,350000,1,55,0,0,0,0,0,0,as new,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2594,8300,Knokke,apartment,350000,3,103,0,0,1,0,3,0,good,1992,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2595,8300,Knokke,apartment,329000,2,65,1,0,0,0,0,0,as new,1980,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2596,8300,Knokke,apartment,320000,1,55,1,0,1,0,0,0,as new,1987,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2597,8300,Knokke,apartment,325000,2,80,0,0,1,0,0,0,unknown,2021,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2598,8300,Knokke,apartment,399000,2,92,1,0,1,0,0,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2599,8300,Knokke,apartment,399000,2,90,1,0,1,0,0,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2600,8300,Knokke,apartment,365000,2,82,1,0,0,0,2,0,good,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2601,8300,Knokke,apartment,395000,2,54,1,0,0,0,0,0,unknown,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2602,8300,Knokke,apartment,375000,1,43,0,0,0,0,0,0,as new,1956,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2603,8300,Knokke,apartment,385000,1,70,1,0,1,0,2,0,as new,2004,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2604,8300,Knokke,apartment,389000,1,53,0,0,0,0,2,0,good,1987,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2605,8300,Knokke,apartment,365000,2,70,0,0,1,0,2,0,to renovate,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2606,8300,Knokke,apartment,399000,2,76,0,0,0,0,2,0,good,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2607,8300,Knokke,apartment,359000,2,65,1,0,0,0,2,0,good,1998,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2608,8300,Knokke,apartment,375000,1,52,1,0,0,0,2,0,as new,1967,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2609,8300,Knokke,apartment,375000,1,55,0,0,0,0,2,0,to renovate,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2610,8300,Knokke,apartment,375000,1,43,0,0,0,0,2,0,unknown,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2611,8300,Knokke,apartment,395000,3,103,0,0,1,0,2,0,good,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2612,8300,Knokke,apartment,395000,3,103,1,0,0,0,3,0,to renovate,1964,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2613,8300,Knokke,apartment,369500,1,66,0,0,0,0,0,0,unknown,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2614,8300,Knokke,apartment,399000,3,113,1,0,0,0,0,0,unknown,1968,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2615,8300,Knokke,apartment,399000,2,103,1,0,1,0,0,0,good,1981,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2616,8300,Knokke,apartment,360000,3,107,1,0,0,0,0,0,to renovate,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2617,8300,Knokke,apartment,395000,2,88,1,0,1,0,2,0,unknown,1965,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2618,8300,Knokke,apartment,360000,1,66,1,0,0,0,2,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2619,8300,Knokke,apartment,365000,2,70,1,0,0,1,0,0,as new,1967,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2620,8300,Knokke,apartment,365000,2,82,1,0,0,1,2,0,as new,2000,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2621,8300,Knokke,apartment,389000,2,85,1,0,0,0,0,0,unknown,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2622,8300,Knokke,apartment,395000,2,87,1,0,1,0,2,0,as new,2010,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2623,8300,Knokke,apartment,395000,2,77,1,0,1,0,2,0,as new,2021,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2624,8300,Knokke,apartment,398000,2,76,1,0,1,0,0,0,unknown,2019,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2625,8300,Knokke,apartment,379000,2,115,0,0,0,0,2,0,good,1995,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2626,8300,Knokke,apartment,379000,2,84,1,0,1,0,0,0,unknown,2013,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2627,8300,Knokke,apartment,369500,1,67,1,0,1,0,0,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2628,8300,Knokke,apartment,395000,2,85,1,0,1,0,2,0,just renovated,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2629,8300,Knokke,apartment,375000,1,80,1,0,1,0,2,0,as new,2017,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2630,8300,Knokke,apartment,374900,2,80,1,0,1,0,2,0,good,2005,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2631,8300,Knokke,apartment,365000,3,123,1,0,1,1,2,0,unknown,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2632,8300,Knokke,apartment,365000,3,126,1,0,1,0,2,0,unknown,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2633,8300,Knokke,apartment,379000,2,75,1,0,1,0,2,0,as new,2010,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2634,8300,Knokke,apartment,395000,2,75,0,0,0,0,0,0,unknown,1968,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2635,8300,Knokke,apartment,375000,3,105,1,0,1,0,2,0,good,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2636,8300,Knokke,apartment,375000,2,85,1,0,1,0,2,0,good,2000,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2637,8300,Knokke,apartment,365000,2,80,1,0,1,0,2,0,to renovate,1993,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2638,8300,Knokke,apartment,370000,2,92,1,1,1,0,2,0,just renovated,1984,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2639,8300,Knokke,apartment,398000,2,76,1,0,1,0,0,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2640,8300,Knokke,apartment,355000,1,56,1,0,1,0,2,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2641,8300,Knokke,apartment,380000,3,103,1,0,0,0,0,0,good,1962,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2642,8300,Knokke,apartment,395000,2,85,1,0,0,0,0,0,good,1998,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2643,8300,Knokke,apartment,395000,3,97,1,0,1,0,0,0,good,1963,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2644,8300,Knokke,apartment,399000,2,70,0,0,1,0,0,0,to renovate,1977,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2645,8300,Knokke,apartment,399000,2,92,1,0,1,0,2,0,as new,2019,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2646,8300,Knokke,apartment,399000,2,90,1,0,1,0,2,0,as new,2019,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2647,8300,Knokke,apartment,395000,2,75,0,0,0,0,3,0,just renovated,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2648,8300,Knokke,apartment,355000,2,83,1,0,1,0,2,0,good,1965,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2649,8300,Knokke,apartment,365000,2,85,0,0,0,0,4,0,good,2006,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2650,8300,Knokke,apartment,380000,2,65,0,0,0,0,0,0,unknown,1963,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2651,8300,Knokke,apartment,399000,2,91,0,0,1,0,0,0,unknown,2017,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2652,8300,Knokke,apartment,430000,2,70,1,0,0,0,2,0,as new,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2653,8300,Knokke,apartment,449000,3,120,1,0,1,0,2,0,just renovated,1968,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2654,8300,Knokke,apartment,445000,2,91,1,0,0,0,2,0,just renovated,1980,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2655,8300,Knokke,apartment,430000,1,66,1,0,0,0,2,0,as new,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2656,8300,Knokke,apartment,447500,2,75,0,0,0,0,2,0,good,1979,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2657,8300,Knokke,apartment,445000,2,72,0,0,1,0,2,0,good,1969,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2658,8300,Knokke,apartment,450000,1,58,1,0,1,0,3,0,as new,2017,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2659,8300,Knokke,apartment,430000,1,66,0,0,0,0,2,0,good,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2660,8300,Knokke,apartment,445000,1,66,1,0,0,0,0,0,as new,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2661,8300,Knokke,apartment,435000,2,70,1,0,1,0,3,0,good,1983,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2662,8300,Knokke,apartment,445000,1,66,1,0,0,0,2,0,good,1974,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2663,8300,Knokke,apartment,448000,1,66,1,0,0,0,2,0,good,1973,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2664,8300,Knokke,apartment,450000,2,115,1,0,0,0,2,0,unknown,2003,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2665,8300,Knokke,apartment,445000,2,85,0,0,0,0,0,0,unknown,2006,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2666,8300,Knokke,apartment,435000,2,110,1,0,1,1,0,0,just renovated,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2667,8300,Knokke,apartment,418000,2,75,1,0,0,0,0,0,unknown,2013,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2668,8300,Knokke,apartment,430000,1,66,0,0,0,0,0,0,as new,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2669,8300,Knokke,apartment,420000,1,60,0,0,1,0,0,0,good,1992,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2670,8300,Knokke,apartment,425000,2,87,1,0,0,0,0,0,as new,2002,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2671,8300,Knokke,apartment,439000,2,84,1,0,1,0,0,0,good,1986,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2672,8300,Knokke,apartment,445000,1,62,1,0,1,0,2,1,as new,2017,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2673,8300,Knokke,apartment,425000,3,85,0,0,1,0,2,0,as new,1974,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2674,8300,Knokke,apartment,432000,2,108,0,0,1,1,0,0,as new,2011,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2675,8300,Knokke,apartment,450000,2,110,1,0,1,0,2,0,good,2003,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2676,8300,Knokke,apartment,444500,1,77,0,0,0,0,0,0,unknown,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2677,8300,Knokke,apartment,445000,2,153,1,0,0,0,0,0,unknown,1998,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2678,8300,Knokke,apartment,435000,2,60,1,0,0,0,2,0,as new,1968,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2679,8300,Knokke,apartment,429000,2,88,1,0,1,0,0,0,unknown,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2680,8300,Knokke,apartment,445000,3,130,1,0,1,0,2,0,unknown,1980,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2681,8300,Knokke,apartment,425000,1,127,1,0,0,0,0,0,unknown,2017,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2682,8300,Knokke,apartment,445000,2,85,1,0,1,0,2,0,as new,2006,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2683,8300,Knokke,apartment,449000,2,84,1,0,0,0,0,0,good,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2684,8300,Knokke,apartment,447500,2,75,0,0,1,0,2,0,unknown,2020,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2685,8300,Knokke,apartment,445000,1,56,0,0,0,0,2,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2686,8300,Knokke,apartment,430000,2,70,0,0,0,0,2,0,good,1990,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2687,8300,Knokke,apartment,430000,2,57,0,0,1,0,0,0,unknown,2014,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2688,8300,Knokke,apartment,440000,1,71,1,0,1,0,0,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2689,8300,Knokke,apartment,444500,1,76,1,0,1,0,0,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2690,8300,Knokke,apartment,444500,1,65,1,0,1,0,0,0,as new,2018,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2691,8300,Knokke,apartment,425000,2,74,1,0,1,0,0,0,to renovate,1962,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2692,8300,Knokke,apartment,448000,1,66,1,0,1,0,2,0,good,1970,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2693,8300,Knokke,apartment,450000,2,104,1,0,1,0,2,0,good,2001,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2694,8300,Knokke,apartment,425000,2,86,1,0,0,0,0,0,good,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2695,8300,Knokke,apartment,425000,2,75,1,0,0,0,2,0,good,2011,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2696,8300,Knokke,apartment,425000,2,80,1,0,0,0,0,0,good,1991,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2697,8300,Knokke,apartment,430000,2,75,1,0,1,0,2,0,good,1976,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2698,8300,Knokke,apartment,425000,2,76,0,0,0,0,0,0,as new,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2699,8300,Knokke,apartment,435000,2,80,0,0,1,0,2,0,unknown,1966,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2700,8300,Knokke,apartment,435000,2,75,0,0,0,0,0,0,as new,1992,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
2701,8300,Knokke,apartment,445000,2,85,1,0,1,0,3,0,good,2005,3.3233738606452996,51.34942965,Flandre-Occidentale,Flandre
