city_name,postal_code,price_sqm,region,province,longitude,lattitude
Lint,2547.0,2055.370985603544,Flandre,Anvers,4.4922187000000005,51.1268305
Linter,3350.0,2365.5913978494623,Flandre,Brabant flamand,5.0409717,50.8291537
Lippelo,2890.0,2214.552430456659,Flandre,Anvers,4.2519213925908,51.0451478
Lissewege,8380.0,3295.212083843852,Flandre,Flandre-Occidentale,3.1991824156265003,51.31711375
Lives-Sur-Meuse,5101.0,2985.169656913601,Wallonie,Namur,4.9384059263709,50.47132665
Liège,4020.0,2075.311207021131,Wallonie,Liège,5.5734203,50.6451381
Lodelinsart,6042.0,1760.5633802816901,Wallonie,Hainaut,4.448942099999999,50.431853
Loenhout,2990.0,2029.3193556384554,Flandre,Anvers,4.6428328,51.3994474
Lombardsijde,8434.0,3238.6845871148607,Flandre,Flandre-Occidentale,2.7549864166944,51.15402425
Lommel,3920.0,2541.218181790423,Flandre,Limbourg,5.3076895,51.2305657
Loncin,4431.0,1592.3566878980891,Wallonie,Liège,5.502732,50.665153
Lot,1651.0,2433.543763907444,Flandre,Brabant flamand,4.2729986221482985,50.76514035
Louvain-La-Neuve,1348.0,3881.633071499712,Wallonie,Brabant wallon,4.614156731721098,50.6741689
Louveigné,4141.0,2043.7393656410884,Wallonie,Liège,5.7172477995985,50.5248417
Lubbeek,3210.0,3211.358938512467,Flandre,Brabant flamand,4.8400599406417,50.8821122
Luingne,7700.0,1912.413666297674,Wallonie,Hainaut,3.2344942000000003,50.7386186
Lummen,3560.0,2780.142583230356,Flandre,Limbourg,5.2025589998731,51.00313255
Maarkedal,9680.0,2039.488348530902,Flandre,Flandre-Orientale,3.642779,50.79730720000001
Maaseik,3680.0,2152.7237890320494,Flandre,Limbourg,5.791733,51.0947181
Machelen,1830.0,3418.710843951763,Flandre,Brabant flamand,4.4353614000000015,50.9124219
Maffle,7810.0,2352.9411764705883,Wallonie,Hainaut,3.8060162,50.615068
Maisières,7020.0,2146.431737673493,Wallonie,Hainaut,3.962763,50.4901522
Maldegem,9990.0,2314.3659862858153,Flandre,Flandre-Orientale,3.4154538,51.2263133
Malderen,1840.0,2815.2564186168333,Flandre,Brabant flamand,4.2437819,51.0198436
Malle,2390.0,2657.1385468273756,Flandre,Anvers,4.7149828000000005,51.3001124
Marbaix,6120.0,1757.5737373737375,Wallonie,Hainaut,4.371393599999998,50.32680720000001
Marcinelle,6001.0,1443.647421845166,Wallonie,Hainaut,4.444253099999999,50.3977245
Mariakerke,9030.0,2776.315789473684,Flandre,Flandre-Orientale,3.6781210300259,51.07311770000001
Marke,8510.0,2415.33098315707,Flandre,Flandre-Occidentale,3.2336226000000003,50.80704520000001
Massenhoven,2240.0,2841.1469492950864,Flandre,Anvers,4.635692468301901,51.19902125
Mazenzele,1745.0,2493.2344853214418,Flandre,Brabant flamand,4.171763200000001,50.942879100000006
Mechelen,2800.0,3084.9594066414556,Flandre,Anvers,4.471321199996,51.02803335
Mechelen-Aan-De-Maas,3630.0,1912.7849477422023,Flandre,Limbourg,5.6456979557208005,50.9764002
Meerbeke,9402.0,3225.3521126760565,Flandre,Flandre-Orientale,4.0458501718008,50.81972985
Meerhout,2450.0,1421.7145537124802,Flandre,Anvers,5.0772388,51.1317433
Meerle,2328.0,2862.5608119512654,Flandre,Anvers,4.805167900000002,51.4743516
Meetkerke,8377.0,2503.5827325479163,Flandre,Flandre-Occidentale,3.1469831971503,51.2356311
Meilegem,9630.0,1611.4143074203853,Flandre,Flandre-Orientale,3.6992879,50.9051876
Meise,1860.0,2904.4117647058824,Flandre,Brabant flamand,4.3287322,50.9341625
Meix-Le-Tige,6747.0,2109.267683525109,Wallonie,Luxembourg,5.7187012,49.6151951
Melen,4633.0,1204.5454545454545,Wallonie,Liège,5.7370469,50.6460841
Melles,7540.0,1548.3870967741937,Wallonie,Hainaut,3.4818996,50.646728
Mellet,6211.0,2402.79558078496,Wallonie,Hainaut,4.4782005997401,50.50462075
Mellier,6860.0,2405.4216682425795,Wallonie,Luxembourg,5.5209461,49.7671531
Melsen,9820.0,3600.517884511422,Flandre,Flandre-Orientale,3.6928827000000006,50.9579283
